"01649887-a41d-4ced-b814-5d4ceefd8329"	"asu"	NA	"ca 5 miles east of hwy 90, 6 miles west of rm 166 along rm 505"	30.5376	-104.34	"united states"	"texas"	"jeff davis county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"022502c4-a644-4288-8b30-d6f2aac051d3"	"ds"	"ds220138"	"near junction of road to kane springs and highway"	33.109	-115.835	"united states"	"california"	"imperial"	NA	1609	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"02480c6c-8f6f-4827-a8d0-96df175934fa"	"ucr"	"ucr131021"	"sonoran (colorado) desert sand and gravel mine c. 8 miles (airline) north of blythe, sw of big maria mtns. on midland road"	33.70833	-114.62639	"united states"	"california"	"riverside"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0297df30-21d7-4449-9629-c576622596ea"	"uc"	"uc729743"	"on blythe road 3 mi s rice; eastern colorado desert"	34.0225	-114.8476	"united states"	"california"	"riverside"	NA	1800	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"039727a9-6bfb-45ae-b562-e1466c1cc1dd"	"rsa"	"rsa383819"	"on dirt track heading e 3.3 mi from gray\'s well rd exit off interst. 8. algodoned dunes."	32.7278	-114.9093	"united states"	"california"	"imperial"	NA	805	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"03a71d5f-ee51-4ebc-9378-75ad31e6d65c"	"la"	"la6815"	"salton sea, near travertine rocks"	33.4233	-116.0567	"united states"	"california"	"imperial"	NA	402	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"03cd8afa-af3d-456c-9974-167a4e916061"	"cas"	"cas314815"	"eastern colorado desert, 3 mi. so. of rice on blythe road"	34.0225	-114.8476	"united states"	"california"	"riverside"	NA	1800	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0557917d-d1a4-4d66-bb5a-d09242bd842f"	"ucr"	"ucr124162"	"sonoran (colorado) desert gecko campground, west side of algodones sand dunes, east mesa, south of hwy 78"	32.94333	-115.15833	"united states"	"california"	"imperial"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"073021ab-0cc9-45ef-9f7a-c8b598804b8a"	"uc"	"uc142164"	"salton ck. colorado desert"	33.4472	-115.8371	"united states"	"california"	"riverside"	NA	1200	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"082cb3e7-786f-4cd5-b44d-eed2ecc1dea4"	"asc"	"27782"	"8.5mi e of bagdad"	34.58111	-113.20389	"united states"	"arizona"	"yavapai county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"087ad256-d1b7-46a5-9ad0-4c7038f4336e"	"cas"	"234052"	"colorado desert, 12 mi. n.w. of westmorland below sea level"	33.12002	-115.84398	"united states"	"california"	"imperial county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca  torr. ex s. watson"
"0939113d-a536-45e5-b757-806ad100ff92"	"ny"	"70614"	"arizona highway 83, ca. 300 m. south of junction with i-10, ca. 20 miles southeast of tucson"	32.003825	-110.689656	"united states"	"arizona"	"santa cruz co."	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca torr. ex s.watson"
"0a120f08-bdcf-42bc-a29e-aaad14013107"	"cas"	"1006025"	"san sebastian marsh area, colorado desert, western salton basin, 27km due wnw of westmorland 0-2 km n of san felipe [creek] creek in area of confluence with carrizo [wash] wash. elev. c. -21m (-70ft)."	33.0944444444	-115.9388888889	"united states"	"california"	"imperial county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca  torr. ex s. watson"
"0a50b553-a37e-4741-a1d3-b08fc799d2ec"	"ucr"	"ucr241506"	"sonoran (colorado) desert western edge of east mesa along whitlock rd., 3.8 miles south of hwy 78, opposite the east end of finney rd., west side of the algodonnes dunes"	32.92333	-115.28861	"united states"	"california"	"imperial"	NA	100	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0b4080cd-eac1-4a3a-b2a2-193128d4719f"	"asu"	NA	"yuma; south of 11th st, near ave s"	32.7253	-114.624	"united states"	"arizona"	"yuma county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0c57c009-2bcb-4180-b291-f02c91c414d4"	"hsc"	"hsc80304"	"algodones dunes, old plank rd. between baja border and hwy. 8, all american canal just off grays well rd., e of gordons well"	32.7103	-114.9213	"united states"	"california"	"imperial"	NA	805	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0cccb592-fb36-42b6-83c4-dd18cd029d04"	"gmdrc"	"gmdrc2968"	"algodones dunes: west end of algodones dunes, along n. side of hwy 78, growing on deep sandy slopes, sw aspect, approx 5% gradient 32&deg; 58.62\' n 115&deg; 10.251\' w. - 224 ft."	32.977	-115.17085	"united states"	"california"	"imperial"	NA	30	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0e0d84cb-0c8a-476c-9bb4-afc0bf60d99e"	"ucr"	"ucr171225"	"sonoran (colorado) desert salton basin, east of salton sea, c. 4 mi n of niland; coachella canal right of way, between siphons 10 and 11"	33.29667	-115.50278	"united states"	"california"	"imperial"	NA	1000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"0ee75bb5-54cf-46b7-90e4-26fc18cd5d69"	"ny"	"622203"	"mohawk dunes, barry m. goldwater range. 300 ft."	32.6978	-113.7925	"united states"	"arizona"	"yuma co."	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca torr. ex s.watson"
"10944f1a-0857-490e-98d9-0eda6855a87e"	"rsa"	"rsa815960"	"rice valley; east side of arica mountains, along rice-midland rd, 2.2 mi. south of rice (hwy 62)."	34.0530555555556	-114.863055555556	"united states"	"california"	"riverside"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1113e0fe-a8e1-4a5e-a2c7-4996c841260f"	"pom"	"pom128745"	"sand dunes west of yuma."	32.7353	-114.9074	"united states"	"california"	"imperial"	NA	4615	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"11c17019-f72e-486d-83c9-98cffa3bca1b"	"ds"	"ds275959"	"3 miles east of midway wells"	32.709	-115.0305	"united states"	"california"	"imperial"	NA	1609	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"11d3e070-b9c9-430e-86a2-1df631bb9f92"	"asu"	NA	"2 miles north of portal"	31.9426	-109.141	"united states"	"arizona"	"cochise county"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"12f3a7d9-20c4-4490-bd14-cec6f7eb1411"	"ds"	"ds391807"	"northwest edge of sand dunes, 2.1 mi. s of rice on road to midland and blythe"	34.0498	-114.8645	"united states"	"california"	"riverside"	NA	1000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1399c915-f7fc-4327-89bf-1473f999295a"	"ny"	"40626"	"hwy 90, about 0.6km e of alpine, near rr tracks"	30.35	-103.65	"united states"	"texas"	"brewster co."	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca torr. ex s.watson"
"13c59f5a-d6a5-4e48-8443-434c64b0d3c2"	"ucr"	"ucr102690"	"sonoran (colorado) desert extension of sidewinder road, s and west of pilot knob rv park/campground, c. 1 mi. airline sw of pilot knob, on and adjacent to n berm of all-america canal, c. 3.2 road mi. past the rv park"	32.72	-114.755	"united states"	"california"	"imperial"	NA	1000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"14315fab-370b-4a33-9a30-c03912c024e6"	"asu"	NA	"2.5 mi east of luke air force base on glendale ave"	33.5386	-112.28	"united states"	"arizona"	"maricopa"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"14b96af0-fba4-4b86-b061-9006dd0f4268"	"ds"	"ds256832"	"state highway #98 half way between gray\'s well and calexico"	32.7121	-115.212	"united states"	"california"	"imperial"	NA	8045	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"15ffb9f6-93e2-4751-8a06-27b9e80a2db1"	"sd"	"sd112331"	"between holtville and yuma"	32.7126	-115.0889	"united states"	"california"	"imperial"	NA	33000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"181653a6-2f67-480d-8603-02ff3e05c1e5"	"asu"	NA	"agua fria national monument, southwest-most corner of the monument."	34.0877	-112.142	"united states"	"arizona"	"yavapai"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1835f2a6-fb51-46ea-ad1c-ab1ab753f855"	"rsa"	"rsa720721"	"whipple mountains: just w of colorado river, copper basin dunes ohv area."	34.2533333333333	-114.174166666667	"united states"	"california"	"san bernardino"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"18896e12-6fce-40b0-a2f5-1f6dec60175d"	"rsa"	"rsa807982"	"blythe-rice rd, at the valley bottom approx 2 mi s of hwy 62 (s of rr tracks)"	34.0575	-114.861388888889	"united states"	"california"	"riverside"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"18ab6892-35e9-468d-aa6f-bb7214555e14"	"gmdrc"	"gmdrc5835"	"east side of arica mountains, along rice-midland rd, 2.2 mi. south of rice (hwy 62)"	34.0531833333333	-114.863133333333	"united states"	"california"	"riverside"	NA	30	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"19e3bd7d-6c67-418b-96f0-520156a04297"	"ucr"	"ucr120581"	"sonoran (colorado) desert california route 86/78, w side of road, near kane spring, 0.6 mi se of u.s. border patrol station at san felipe wash bridge. about 3.3 mi sw of the salton sea margin. dry, disturbed sandy gravel"	33.11927	-115.85152	"united states"	"california"	"imperial"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"19f11f80-68ed-41b8-81e3-c92c198df3c9"	"ny"	"579524"	"matty canyon, 5-5.5 km. east of ceinaga creek, west slopes of whetstone mountains"	31.8102	-110.529	"united states"	"arizona"	"pima co."	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca torr. ex s.watson"
"1ae9053b-5aff-450d-9eba-4e2bcc3f6e16"	"ucd"	"ucd83577"	"imperial county: blm algodones dunes natural area. e side of dunes accessed from 6.8 mi n of hwy 78 along kipf rd. in long finger of vegetation along wash that leads into dunes in a sw direction - longest finger of vegetation on the e side"	33.0285108345836	-115.171615089751	"united states"	"california"	"imperial"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1bcb12ff-9113-4d32-ae0a-dc58fe576481"	"ds"	"ds679700"	"sand hills along the holtville-yuma road"	32.7463	-114.895	"united states"	"california"	"imperial"	NA	4827	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1ed8745f-7a43-4f63-8b44-f477f479c22e"	"ucr"	"ucr100858"	"sonoran (colorado) desert between hwy i-8 & the all-american canal across from the brock research center (c. 3 mi. east of the junction of hwy calif hwy 98 with i-8)"	32.70833	-115.035	"united states"	"california"	"imperial"	NA	NA	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1f41eca5-b2e0-4ae4-9882-80851a1f8632"	"des"	"des00031036"	"sierra rica (mts.)."	31.884518	-108.703653	"united states"	"new mexico"	"hidalgo"	NA	10000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
"1fab03d9-04fc-4310-baf5-604398830565"	"asu"	"asu0005834"	"chihuahua mex 10, 16.8 mi sse nuevo casas grandes."	30.412596	-107.914033	"mexico"	"chihuahua"	NA	NA	27000	"ephedraceae"	"ephedra"	"trifurca"	NA	"ephedra trifurca"
