"0037ea2d-568e-443d-935a-cd6192a59e79"	"ku"	"321067"	"duchesne, 3.3 mi w along hwy 40"	40.165433	-110.474275	"united states"	"utah"	"duchesne"	NA	NA	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata var. pinnata"
"0058b476-2e9e-4272-a79d-be1507ecd106"	"la"	"la90402"	"joshua tree national monument"	33.9167	-116	"united states"	"california"	"riverside"	NA	100000	"brassicaceae"	"stanleya"	"pinnata"	"pinnata"	"stanleya pinnata var. pinnata"
"008ec9f8-3e2e-4f9d-9d30-32fb3129a30c"	"rsa"	"rsa47944"	"small canyon west of palms to pines highway, santa rosa mtns."	33.6175	-116.4135	"united states"	"california"	"riverside"	NA	1000	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"0109bb7e-8ddd-4e61-ad7e-dc537c350aec"	"rsa"	"rsa452247"	"valyermo, l.a. co. near big rock creek"	34.4461	-117.8522	"united states"	"california"	"los angeles"	NA	1000	"brassicaceae"	"stanleya"	"pinnata"	"pinnata"	"stanleya pinnata var. pinnata"
"0121e990-9b57-47f8-85ea-c57f8bf729aa"	"rsa"	"rsa437242"	"1 mile n6&deg;w of black warrior mine on fan southwest of morris creek. owens valley drainage."	37.8703	-118.4198	"united states"	"california"	"mono"	NA	300	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"0138c737-23ec-48ef-b31e-7215bab629fc"	"irvc"	"irvc29115"	"castaic mesa, newhall ranch, north of the filtration plant along a dirt track near the crest of the hills, east of and above lake hughes rd., near castaic lake dam western san gabriel mtns."	34.5083333333333	-118.598611111111	"united states"	"california"	"los angeles"	NA	NA	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"0174aa1a-7fed-4d91-a803-a20c74450370"	"ucr"	"ucr94716"	"san bernardino mtns./mojave desert upper box ""s"" spring, 0.35 mi. below camp rock rd."	34.375	-116.85833	"united states"	"california"	"san bernardino"	NA	NA	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"0194e04c-29b4-40d6-8ac2-6a9d240a7230"	"ku"	"94895"	"elkader, 2 mi s, 5 mi w"	38.82214	-100.95074	"united states"	"kansas"	"logan"	NA	NA	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata var. integrifolia"
"01e66092-e248-4aba-96b8-309909cc6e2a"	"gmdrc"	"gmdrc3953"	"willow springs basin on south side of granite mtns, near willow springs (stop 3)"	37.16345	-118.31565	"united states"	"california"	"san bernardino"	NA	30	"brassicaceae"	"stanleya"	"pinnata"	"pinnata"	"stanleya pinnata var. pinnata"
"01f5eace-a1a5-4ab0-a8fb-e53a10b44e86"	"ucr"	"ucr219379"	"northeastern mojave desert pahrump valley, east of the nopah range near calvada springs, 1 mile north of old spanish trail hwy on charleston view rd. (silver rd.) and c. 0.5 mi. east on ave. d, just e of zircon st. crossing"	35.98643	-115.89023	"united states"	"california"	"inyo"	NA	100	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"01fd0b5e-f39a-408d-8f9a-29906905aea9"	"jeps"	"jeps53903"	"barstow"	34.897	-117.0228	"united states"	"california"	"san bernardino"	NA	3500	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
"01fe0b8d-1f0a-4950-aaef-8bc28551ea56"	"asu"	NA	"colorado river, lees ferry: river mile 0."	36.87	-111.59	"united states"	"arizona"	"coconino county"	NA	200	"brassicaceae"	"stanleya"	"pinnata"	NA	"stanleya pinnata"
