"01013fc0-61fa-4098-b185-948b40d8ec9e"	"ku"	"105921"	"baldwin woods, ca 2 mi n of baldwin city; kansas ecological reserves, breidenthal biological reserve"	38.807847	-95.191136	"united states"	"kansas"	"douglas"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"01c70696-2312-418f-aefe-44878905cb05"	"ku"	"65207"	"danville 6.0mi n"	37.37348	-97.89155	"united states"	"kansas"	"harper"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0252c4a8-a291-4ce6-bc97-69ce6be15043"	"asu"	NA	"floodplain of upper verde river at campbell ranch, 0.5km downstream of the low flow gauge."	34.869	-112.399	"united states"	"arizona"	"yavapai"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"02d0ea13-27ba-4198-84ed-971cf1da9aa0"	"ku"	"235744"	"wray, 5 mi e"	40.075791	-102.128074	"united states"	"colorado"	"yuma"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"04bd099e-d3c0-45cb-888d-5a01696d96eb"	"asc"	"77102"	"sedona. bell rock trailhead and highway 179;"	34.79083333	-111.762778	"united states"	"arizona"	"yavapai county"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"04f2d23b-11a0-4c12-bdd1-38cd46a271c4"	"ku"	"324855"	"walsenburg, 1 mi n; jct i-25, co 69, truck stop"	37.653953	-104.794978	"united states"	"colorado"	"huerfano"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"06a880c7-a729-4416-babf-ca1900ec8c3f"	"ku"	"65158"	"st john, 10 mi n"	38.14981	-98.76018	"united states"	"kansas"	"stafford"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"06ebad13-bf56-491b-97ff-6419fd8d5471"	"ku"	"65274"	"wyandotte county lake, w"	39.16318	-94.78108	"united states"	"kansas"	"wyandotte"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"07d14b85-f346-4438-9e8d-29f3c51eaaa5"	"asc"	"13647"	"highway 389, ca. 8 mi w of pipe springs national monument, toward colorado city."	36.990192	-113.120243	"united states"	"arizona"	"mohave county"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"08b47a2c-b104-4caa-a5d7-8a9df91cf980"	"utc"	"utc00242848"	"alpine."	30.3583333	-103.6611111	"united states"	"texas"	"brewster"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"09612a75-7df5-4d48-864f-ecf81c4ffc17"	"ku"	"65193"	"viola, 3.5 mi n"	37.53383	-97.64394	"united states"	"kansas"	"sedgwick"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"09d66dbf-f975-4ab5-bad4-b78fc05b764a"	"ku"	"355797"	"sabinal, ca 6 mi s"	29.2238889	-99.4672222	"united states"	"texas"	"uvalde"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"09f3e0aa-37a6-4ecf-aaeb-630c86b020f2"	"ku"	"235853"	"lodgepole, 4 mi w"	41.1486	-102.71496	"united states"	"nebraska"	"cheyenne"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0b3e5311-874c-4ea0-b35d-900ebe16fad4"	"dbg"	"khd00012622"	"rio grande valley state park. along the west side of the rio grande south of bridge st. in albuquerque."	35.06094	-106.65977	"united states"	"new mexico"	"bernalillo county"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0b9f064b-fd25-48a8-92d3-af5536fc6c50"	"ku"	"340660"	"fargo, e side of town"	36.3769444	-99.6180556	"united states"	"oklahoma"	"ellis"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0f1c2411-78b8-4e2f-b040-61d416cdc0ca"	"ku"	"235794"	"medford, 16.5 mi w"	36.80657	-98.03219	"united states"	"oklahoma"	"grant"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0f363540-6b07-4083-9a99-ba827180721b"	"ku"	"235735"	"kellerville, 0.5 mi s, 5 mi e"	35.36439	-100.41356	"united states"	"texas"	"wheeler"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"0fc5aaae-2e0f-4aa6-9ad0-55b025c29486"	"ku"	"235766"	"chickasha, 6 mi s, 6 mi w"	34.965417	-98.042319	"united states"	"oklahoma"	"grady"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"105b17fa-6420-4081-b298-51b6390ad35a"	"ku"	"65270"	"county park no. 1"	39.83935	-100.49442	"united states"	"kansas"	"decatur"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"1095883a-74f4-42c3-bc03-8542a8d73c89"	"ku"	"65238"	"hoxie, 0.5 mi n, 10 mi e; sheridan county state lake"	39.36283	-100.231467	"united states"	"kansas"	"sheridan"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"114f2f42-c4f0-411a-9b68-d789b4704477"	"ku"	"235752"	"paducah, 2.5 mi e"	34.01221	-100.25791	"united states"	"texas"	"cottle"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"1188a049-4240-44bb-8168-f83a25d511a8"	"ku"	"235755"	"matador, 5 mi w"	34.01191	-100.90919	"united states"	"texas"	"motley"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"1376bd56-55f5-427b-85c2-7452f93a7a0c"	"ku"	"235725"	"ragland, 3.5 mi n"	34.87327	-103.74167	"united states"	"new mexico"	"quay"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"13e57c67-11ae-4ac3-98f7-417c513abc5f"	"ku"	"65206"	"alden, 3 mi s"	38.19999	-98.31176	"united states"	"kansas"	"rice"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"141624e1-67cb-4b2a-be0d-8a2c09069ba5"	"ku"	"356203"	"welda, 1 mi n, 0.25 mi e"	38.17347	-95.27831	"united states"	"kansas"	"anderson"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"14171e89-ee86-4275-8b40-64eaaa8cd151"	"asc"	"7619"	"7 mi w of window rock."	35.682715	-109.17333	"united states"	"arizona"	"apache county"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"1490a560-6149-4be4-9b57-40f469155802"	"asc"	"8001"	"n of rough rock."	36.44472	-109.27194	"united states"	"arizona"	"apache county"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"14a4ca0d-702e-4a8c-a63d-64edf65eca78"	"ku"	"329667"	"sheridan lake, 5 mi n, 11 mi w"	38.5413895	-102.496109	"united states"	"colorado"	"kiowa"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
"14cbae05-9a4a-433a-944b-6bc4edf0a77e"	"ku"	"235821"	"punkin center, 12 mi s"	38.67798	-103.7	"united states"	"colorado"	"lincoln"	NA	NA	"onagraceae"	"gaura"	"mollis"	NA	"gaura mollis"
