"003590fa-71b2-45d2-8642-2942ff947681"	"uc"	"uc993157"	"1.3 mi w guinda"	38.828890661721	-122.219516123969	"united states"	"california"	"yolo"	NA	3100	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"008362ff-e09e-4cd5-903a-d8574aab0bc6"	"ucd"	"ucd132448"	"lake county: clear lake state park. ne of kelseyville. lower northern slope of mount konocti. southern part of park. south of soda bay road. along undeveloped road that goes southeast from glebe road at gate. near gated park boundary and fork in road that leads downhill to soda bay rd"	38.99961	-122.80254	"united states"	"california"	"lake"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"0097ad89-0e65-4af8-ba4e-40aa675f0070"	"uc"	"uc993151"	"1.3 mi w guinda"	38.828890661721	-122.219516123969	"united states"	"california"	"yolo"	NA	3100	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"01379c6a-b569-49d8-ab61-409609efad46"	"uc"	"uc914263"	"17 mi sw livermore (e slope of cedar mt.); cedar mt."	37.5599926384453	-121.606153139936	"united states"	"california"	"alameda"	NA	5593	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"01a521ea-32f7-444b-b2d9-f636f8e8e0cb"	"rsa"	"rsa476586"	"1 mile north of bear valley on hwy 49."	37.5834	-120.1213	"united states"	"california"	"mariposa"	NA	200	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"01d96289-8b7c-4795-a2ae-d943a3999c61"	"cas"	"cas83553"	"mt. hamilton"	37.3420982361	-121.6430969238	"united states"	"california"	"santa clara"	NA	3000	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02533163-964c-4b2a-867c-3f5287aad89d"	"ucd"	"ucd45693"	"u.s. highway 50, 6 miles west of placerville, el dorado county, california. elevation ca. 1000 feet"	38.6969472222222	-120.8845	"united states"	"california"	"el dorado"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"026ce4fd-2bb8-495b-ae7e-f5938bbcbbf7"	"ucd"	"ucd45727"	"beside road to idria, 7.3 miles south of panoche, san benito county, california"	36.4939888888889	-120.810375	"united states"	"california"	"san benito"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02bf0d16-c2cf-4c68-ac23-8bfde9a80ada"	"ds"	"ds281425"	"on state highway #120, 1 mile w of junction with big oak flat road between kinght\'s ferry and jamestown"	37.8827	-120.5029	"united states"	"california"	"tuolumne"	NA	500	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02c12350-94bc-4f5b-8957-9f6561121e2e"	"uc"	"uc993136"	"ca 6 mi se copperopolis"	37.9168989340548	-120.563314122158	"united states"	"california"	"calaveras"	NA	4971	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02c28e38-40ab-4d19-90a3-d1556d224922"	"cas"	"cas963253"	"university of california hopland field station, in the ""cattle-guard pasture"""	39.0014	-123.0842	"united states"	"california"	"mendocino"	NA	1400	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02f08ffb-5edf-441f-8a0a-49e2d634ca25"	"ds"	"ds48857"	"agrc. station"	38.3518	-120.7741	"united states"	"california"	"amador"	NA	6938	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"02f49a53-d4d4-4056-8b2b-b90ae6e57879"	"uc"	"uc993273"	"4.2 mi s parkfield junction (beside road from parkfield to coalinga)"	36.0440796440626	-120.472198433308	"united states"	"california"	"fresno"	NA	1828	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"030944c3-5b04-4afa-9941-e72d08ca6b75"	"uc"	"uc1193271"	"elk creek"	39.6195792632451	-123.11231835818	"united states"	"california"	"mendocino"	NA	825	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"035c0498-30ed-484f-b97e-b9d1e3440463"	"uc"	"uc1135465"	"s of san joaquin valley; mt. pinos quad."	34.937372906125	-119.21874426473	"united states"	"california"	"kern"	NA	825	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"036247ad-ad69-4c11-90fd-59da6568ff43"	"uc"	"uc993144"	"ca 0.25 mi e sonoma-napa county line (s side of highway 12)"	38.2528	-122.3749	"united states"	"california"	"napa"	NA	150	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"038639f8-4365-4ed4-a50e-9b6078a0dec4"	"uc"	"uc762352"	"4 mi s oakdale"	37.7077793098552	-120.854592541475	"united states"	"california"	"stanislaus"	NA	7400	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"03890f2c-cc4c-47bd-a4f3-ef6d0f50f200"	"ucd"	"ucd45650"	"beside highway 25, ca. 4 miles southeast of san benito, san benito county, california"	36.4640083333333	-121.057605555556	"united states"	"california"	"san benito"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"0396d575-b5c0-404a-a89d-2557a2e77f4e"	"ucd"	"ucd45657"	"downhill side of las canoas road, near foothill davy barns west of rancheros tract, santa barbara"	34.453	-119.7075	"united states"	"california"	"santa barbara"	NA	1000	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"03fcdcad-3e8d-4c59-9002-0543296f640a"	"ds"	"ds122780"	"unspecified"	37.9074	-122.0567	"united states"	"california"	"contra costa"	NA	34000	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"0470876e-8589-446d-80ca-a038e5ed0b5c"	"obi"	"obi72238"	"tierra redonda mtn."	35.764306	-120.988278	"united states"	"california"	"san luis obispo"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"048d7dc1-aec1-43c6-8728-3662e1cba851"	"ds"	"ds48851"	"n of sacramento"	38.637	-121.4731	"united states"	"california"	"sacramento"	NA	4724	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"04ac4fa0-4275-4e59-b1bb-19bb02a1bae0"	"uc"	"uc993129"	"1 mi sw jamestown"	37.94307	-120.43462	"united states"	"california"	"tuolumne"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"04ad4907-cdab-4b59-b16d-c6142758a073"	"ucd"	"ucd45649"	"beside road across fence from apricot orchard. elevation 50 feet; 2 miles west of winters, yolo county, california"	38.5235027777777	-122.011794444445	"united states"	"california"	"yolo"	NA	NA	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"04d94701-7fd6-4d56-9444-6f51985db520"	"ds"	"ds329645"	"greenhorn range. woody."	35.7043	-118.8345	"united states"	"california"	"kern"	NA	2400	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
"05714932-d7dd-4337-b724-bf5b571b57b3"	"cas"	"cas388925"	"upper arnold road, frances simes hastings natural history reservation, santa lucia mts."	36.3712	-121.5342	"united states"	"california"	"monterey"	NA	3205	"fagaceae"	"quercus"	"douglasii"	NA	"quercus douglasii"
