"0032dc58-e7d6-4ebf-8f11-5b83df3b52e6"	"ny"	"242481"	"6 mi nnw of kanab at three lakes."	37.12	-112.57	"united states"	"utah"	"kane co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0131334e-231e-49bf-89d9-f419d026c138"	"ku"	"325275"	"jct of hwys 50 & 6 in grand junction, 13.5 mi s, 3.8 mi e"	38.9208336	-108.4958344	"united states"	"colorado"	"mesa"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"019aca54-4d31-434b-b827-6fda1f7a3ae6"	"ny"	"01011425"	"ca. 55 air km west-northwest of green river on road to wedge pverlook, 5 km south of junction with buckhorn draw road"	39.13614	-110.76808	"united states"	"utah"	"emery co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"02d95c87-9d23-465f-aa53-8431dcfb7345"	"ny"	"242161"	"point of pines campground."	40.37	-109.13	"united states"	"utah"	"uintah co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"03c1defd-177e-4791-a013-94c6c54f8973"	"ny"	"242491"	"kane hollow, 2.5 mi s of jensen."	40.33	-109.33	"united states"	"utah"	"uintah co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"03ef0add-0819-41b0-bdd7-d5678c140818"	"ny"	"737265"	"16 air km wsw of green river, on rd. 1029 (four corners mine rd.) 2.4 km north of ih-70 from exith 147"	38.9439722	-110.3753333	"united states"	"utah"	"emery co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"06f4a46f-1093-47d7-85b1-5400087fe31d"	"ny"	"737267"	"ca. 21 air km sse of crescent junction  at ih-70 and us hwy 191, and west of hwy. 191 1 km on ten mile road"	38.7475	-109.74875	"united states"	"utah"	"grand co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0797652b-a0ea-4a95-9038-5d4451c76073"	"ny"	"813497"	"along road 1001 4 miles north of jct. 1001/1008"	36.5655556	-113.2425	"united states"	"arizona"	"mohave co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"09eacfb3-c26a-43af-887a-4122500d53a4"	"ny"	"242390"	"a scant mile west of glen canyon city, and about 57 miles east of kanab."	37.18	-111.68	"united states"	"utah"	"kane co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"09ecbafd-ad31-403d-b304-b25208e8afa3"	"des"	"des00016874"	"river mile 71.2 (below lees ferry), right bank of colorado river opposite cardenas creek, along wash."	36	-111	"united states"	"arizona"	"coconino"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0a2c4412-7c1c-44c7-b164-94f7ba85734f"	"ny"	"00242327"	"monitor range: monitor valley drainage, elkhorn canyon 0.5 mile northwest of corner of sections 7/8/17/18"	38.55369	-116.73469	"united states"	"nevada"	"nye co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0aec9172-fe60-41f3-b7fa-d7cc53cafba1"	"asc"	"5175"	"coal mine, e of cow springs"	36.412778	-110.820833	"united states"	"arizona"	"coconino county"	NA	10000	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0c3aa913-a327-4618-86cc-f2dea116170a"	"asc"	"53900"	"u.s. 89, echo cliffs"	36.582222	-111.646111	"united states"	"arizona"	"coconino county"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0cc354d6-e8d3-4189-8807-8491857fcc7c"	"ny"	"242335"	"cottonwood wash canyon, 22 miles southeast of the junction of the cottonwood wash road and utah hwy 54 miles north of cottonwood wash spring."	37.38	-111.85	"united states"	"utah"	"kane co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0d28e00f-a793-41d3-b91d-2d1a9b004bca"	"des"	"des00010195"	"south schell creek range, on alluvium along road to patterson pass."	38.5963994	-114.685069	"united states"	"nevada"	"lincoln"	NA	5000	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0d9d9cb3-82a9-49f2-b9dc-4524a69dcd46"	"ny"	"242313"	"hamlin val., .9 mi s of jct. hamlin val and saw tooth pk rd."	38.28	-114.02	"united states"	"utah"	"beaver co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0e5fe6dd-06d5-4605-b938-289fba90021e"	"asc"	"73525"	"canyon de chelly national monument, canyon de chelly, in side canyon opposite white house."	36.15528	-109.50833	"united states"	"arizona"	"apache county"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0ea1e2b6-26b8-4919-aea0-a888ffdb9589"	"utc"	"utc00255219"	"along state route 12, along henriville creek, 13.8 km (8.6 mi) road distance northeast of henriville (measured from the cemetery road)."	37.612778	-111.896389	"united states"	"utah"	"garfield"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"0ee232d8-9af5-425c-b999-682a770c54af"	"ny"	"01083336"	"fish creek range, 1.1 road miles west of main road on west side big sand springs valley on road ro little smoky valley"	38.88725	-115.975	"united states"	"nevada"	"nye co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"0f783ce3-f784-467c-9164-cff75f58cc14"	"ny"	"737268"	"nine mile canyon road between wellington and myton at junction with wrinkle road, 21 km ne of carbon co. line, ca. 64 km ne of wellington, 48 km se of myton"	39.8617778	-110.2494167	"united states"	"utah"	"duchesne co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"10cdbd94-9392-49c9-9dcb-501d8956c382"	"des"	"des00073642"	"vermilion cliffs national monument, just west of judd hollow and north of paria canyon."	36.999217	-111.789827	"united states"	"arizona"	"coconino"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"11130598-edd4-4800-8d07-62ead5de0d58"	"des"	"des00044546"	"navajo reservation, northeast side of navajo mountain, bald rock canyon, just off trail to rainbow bridge, where creek crosses trail."	37.098867	-110.854633	"united states"	"utah"	"san juan"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
"128d760c-4e81-406e-93c7-ebe878cfdf85"	"ny"	"242180"	"clover creek, 5.1 road miles west of islen."	37.57	-114.37	"united states"	"nevada"	"lincoln co."	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica a.nelson"
"138901f0-382c-4dcd-8172-3fba7b7fff93"	"des"	"des00044230"	"along road to nankoweap trailhead and saddle mountain, 1.4 miiles s of hwy 89a."	36.686117	-111.949933	"united states"	"arizona"	"coconino county"	NA	NA	"nyctaginaceae"	"abronia"	"elliptica"	NA	"abronia elliptica"
