"00247f42-4100-4573-9d32-0325b83fce99"	"des"	"des00048290"	"grand canyon national park, north kaibab trail, along bright angel creek in the box."	36.13334	-112.0711	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0059dcd2-e66d-4725-b9ce-bd6cb308b9ca"	"ds"	"ds231375"	"eastern mojave desert, 6 miles south of cima"	35.1678	-115.4803	"united states"	"california"	"san bernardino"	NA	2000	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"008ff983-06c1-4aeb-953d-3d5f04b27c4f"	"asc"	"38907"	"1 mi e of us 89 junction with fsr 776"	35.3175	-111.5337	"united states"	"arizona"	"coconino county"	NA	1250	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0096874d-f266-47e4-9866-f3ec78dc42c0"	"asc"	"18493"	"mingun mountain, nr cottonwood"	34.73917	-112.00917	"united states"	"arizona"	"yavapai county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"02c75b91-d7cf-4c3d-b470-5f3bd7adf753"	"des"	NA	"vermilion cliffs national monument/wilderness area, upper soap creek bench just below walts spring."	36.748074	-111.79149	"united states"	"arizona"	"coconino"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0491b4e4-534b-482d-a288-e6f9c37926b9"	"des"	"des00026430"	"15.5 mi ne of rte 89-89a junction. off rte 89a."	34.692161	-112.168358	"united states"	"arizona"	"yavapai"	NA	3000	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"04bccfd4-1881-4028-b32f-964d0098c6ea"	"des"	"des00065600"	"grand canyon national park, nankoweap canyon along nankoweap creek."	36.2947	-111.879267	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"04cbd243-9194-4829-8132-fea164b20569"	"des"	"des00016853"	"5 miles east of prescott."	34.54	-112.38	"united states"	"arizona"	"yavapai"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"05bbde43-58d5-49c1-8a4a-a96f7af1493b"	"asu"	NA	"2 miles northeast of portal."	31.9341	-109.117	"united states"	"arizona"	"cochise county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"062afdef-9ae4-410a-ad87-07caebfd074e"	"rsa"	"rsa642331"	"kingston mountains, ridge west of excelsior mine road, due east of kingston peak"	35.7275	-115.827	"united states"	"california"	"san bernardino"	NA	900	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0695a67b-bfe3-4d2e-bfdf-44459327abb3"	"asc"	"32873"	"grand canyon national park, basalt canyon, river mi 69.5, colorado river n side"	36.05556	-112.13889	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"06e2a9b1-fee0-4615-8b7a-d3e3d80d7930"	"des"	"des00072486"	"vermilion cliffs national monument, cathedral wash, upper lowrey spring."	36.839667	-111.681425	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"08204c6a-6dd9-4bb8-bbb4-a1ab4573b62b"	"asc"	"93074"	"ca 200m downstream from horse spring in horse spring canyon, base of hermit shale"	35.9594764445682	-113.493159731367	"united states"	"arizona"	"mohave county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"082b47a3-5ef5-4886-8d21-6708a3a77fcc"	"asu"	NA	"colorado river, left bank: river mile 26."	36.68	-111.74	"united states"	"arizona"	"coconino county"	NA	200	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"083b2622-c0a3-4424-a914-696485c634d0"	"asc"	"80968"	"sunset-crater national monument; sunset crater e 7 1/2' quad. turkey tanks.  ca. 1/8 mi. e of n/s power line."	35.25145	-111.39572	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0920860c-b2d0-40e6-b3fa-8bc8d5f71c0d"	"ny"	"847981"	"beaverdam mountains at castle cliffs"	37.144167	-113.815486	"united states"	"utah"	"washington co."	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa (d.don) endl."
"09b9dd78-bc43-47cc-8da9-d6775d7c3c04"	"uc"	"uc114230"	"providence mts."	34.9636	-115.5103	"united states"	"california"	"san bernardino"	NA	17000	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0a9dce53-8ad0-456c-b22e-b5f137dd4a21"	"asu"	NA	"rte. 89a, ca. 20 km east of jacob lake."	36.7367	-112.063	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0ab69bfc-cefa-41c4-a044-125fb2ec062f"	"des"	"des00057937"	"near top of schnebly hill along road in coconino county"	34.88946	-111.70284	"united states"	"arizona"	"coconino county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0b421a05-65e0-4913-ab54-97ba7b1125d1"	"asu"	NA	"fisher basin. r6s, r21e, sec7, ne,ne."	33.1786	-109.863	"united states"	"arizona"	"graham county"	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0b8cae22-4f11-4232-8579-d9fb147f9710"	"asc"	"64452"	"pipe spring national monument, upland trail behind fort, top of bluff"	36.8678	-112.7455	"united states"	"arizona"	"mohave county"	NA	1250	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
"0b9ad28c-ac4c-40ac-a3a0-afa1e0b60dc5"	"ny"	"848029"	"1 mile above upper last chance canyon spring in last chance canyon, ca. 4 miles west of last chance knoll"	36.46	-113.71	"united states"	"arizona"	"mohave co."	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa (d.don) endl."
"0bc8fa2b-0a2d-4a9d-9d80-8e82d7050c3e"	"ny"	"847992"	"quinn canyon range, cherry creek canyon, 3.7 km (2.3 mi) east of adaven, 69 km (43 mi) air distance south of currant"	38.1178	-115.5614	"united states"	"nevada"	"nye co."	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa (d.don) endl."
"0c3f5497-56fe-4b66-bc9e-29041afc4952"	"ny"	"847991"	"along u.s. highway 93 ca. 13 miles north of panaca (junction with state hwy 319)"	37.9747	-114.4936	"united states"	"nevada"	"lincoln co."	NA	NA	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa (d.don) endl."
"0cb36265-8724-493d-8d7f-7c5fd3c38b11"	"rsa"	"rsa270775"	"12 (air) miles ene of kelso, 1/2 mile e of wild horse canyon road in upper macedonia canyon in mid hills."	35.0934	-115.4398	"united states"	"california"	"san bernardino"	NA	600	"rosaceae"	"fallugia"	"paradoxa"	NA	"fallugia paradoxa"
