id	h_species	h_genus	h_family	i_species	i_genus	i_tribe	i_family	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_total_i	coll_number_same_h	coll_percent	h_n_specimens	i_j_h_col_event	i_j_same_col	h_voucher	rel_confidence
3112	dorrii	Salvia	Lamiaceae	nigrum	Aoplonema	Orthotylini	Miridae	6296	6291	5734	7875	264	585	729	86	5	5.81	15	0	0	1	MEDIUM
3113	osteosperma	Juniperus	Cupressaceae	amicta	Bolteria	Mirini	Miridae	6296	8151	37470	52552	63	511	4635	29	13	44.83	12	0	0	0	HIGH
3114	osteosperma	Juniperus	Cupressaceae	uhleri	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73520	63	511	4635	81	20	24.69	26	0	0	0	HIGH
3123	tridentata	Larrea	Zygophyllaceae	covilleae	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2214	60	517	9380	34	4	11.76	2	0	0	0	MEDIUM
3127	rigidus	Ceanothus	Rhamnaceae	cyaneus	Teleorhinus	Pronotocrepini	Miridae	6296	6306	6309	6310	373	444	1158	187	1	0.53	9	0	5	0	MEDIUM_HIGH
3131	californica	Rhamnus	Rhamnaceae	setosus	Phallospinophylus	Phylini	Miridae	6296	6292	6331	6332	373	574	9892	93	6	6.45	2	0	0	0	MEDIUM
3132	ledifolius	Cercocarpus	Rosaceae	bispinosus	Cercocarpopsallus	Phylini	Miridae	6296	6292	6445	6446	376	448	804	24	12	50.00	32	0	0	0	HIGH
3134	concolor	Abies	Pinaceae	piceicola	Psallovius	Phylini	Miridae	6296	6292	6153	4788	62	394	704	306	9	2.94	1	0	0	0	MEDIUM
3136	ponderosa	Pinus	Pinaceae	jucundus	Phytocoris	Mirini	Miridae	6296	8151	36447	67524	62	554	879	44	26	59.09	31	0	0	0	HIGH
3137	drupacea	Arctostaphylos	Ericaceae	manzanitae	Arctostaphylocoris	Phylini	Miridae	6296	6292	5740	90	203	416	1347	30	8	26.67	7	0	0	0	HIGH
3138	cordulatus	Ceanothus	Rhamnaceae	hesperius	Atractotomus	Phylini	Miridae	6296	6292	5750	2919	373	444	711	9	8	88.89	8	0	0	0	HIGH
3145	californicum	Fremontodendron	Malvaceae	setosus	Phallospinophylus	Phylini	Miridae	6296	6292	6331	6332	286	485	680	93	2	2.15	49	0	0	0	MEDIUM_HIGH
3153	trichocalyx	Eriodictyon	Boraginaceae	angularis	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2367	113	476	2641	164	5	3.05	55	0	7	0	MEDIUM_HIGH
3170	californicum	Fremontodendron	Malvaceae	susansolomonae	Tuxedo	Phylini	Miridae	6296	6292	6253	550	286	485	680	111	1	0.90	108	0	0	1	MEDIUM_HIGH
3177	californicum	Fremontodendron	Malvaceae	forticornis	Rhinacloa	Phylini	Miridae	6296	6292	6176	5165	286	485	680	450	2	0.44	39	0	0	0	MEDIUM_HIGH
3196	pinnata	Stanleya	Brassicaceae	stanleyaea	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	35223	114	1204	1205	6	4	66.67	25	0	2	1	MEDIUM
3198	berberidifolia	Quercus	Fagaceae	vaccinicola	Pygovepres	Phylini	Miridae	6296	6292	6339	6340	68	571	1236	265	1	0.38	14	0	2	1	MEDIUM_HIGH
3200	berberidifolia	Quercus	Fagaceae	susansolomonae	Tuxedo	Phylini	Miridae	6296	6292	6253	550	68	571	1236	111	1	0.90	92	0	0	1	MEDIUM_HIGH
3206	tridentata	Artemisia	Asteraceae	brevis	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37485	98	418	948	849	32	3.77	26	0	0	0	MEDIUM
3210	nauseosa	Ericameria	Asteraceae	maturus	Scalponotatus	Orthotylini	Miridae	6296	6291	6190	2485	98	1622	4133	123	1	0.81	28	0	0	0	MEDIUM_HIGH
3262	salsola	Hymenoclea	Asteraceae	stitti	Phytocoris	Mirini	Miridae	6296	8151	36447	67466	98	1667	1264	79	5	6.33	5	0	0	0	MEDIUM
3294	californica	Artemisia	Asteraceae	ferox	Brooksetta	Orthotylini	Miridae	6296	6291	5783	674	98	418	8601	30	4	13.33	33	0	0	0	MEDIUM
3303	vermiculatus	Sarcobatus	Sarcobataceae	albidosquamus	Phytocoris	Mirini	Miridae	6296	8151	36447	52834	7960	587	960	22	4	18.18	7	0	0	0	MEDIUM
3317	greggii	Ceanothus	Rhamnaceae	vaccinicola	Pygovepres	Phylini	Miridae	6296	6292	6339	6340	373	444	764	265	2	0.75	30	0	0	0	MEDIUM_HIGH
3318	greggii	Ceanothus	Rhamnaceae	setosus	Phallospinophylus	Phylini	Miridae	6296	6292	6331	6332	373	444	764	93	1	1.08	33	0	0	0	MEDIUM_HIGH
3343	polydenius	Psorothamnus	Fabaceae	peregrinus	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2249	211	1357	1358	26	6	23.08	7	0	0	0	HIGH
3344	sarothrae	Gutierrezia	Asteraceae	monilipes	Chlamydatus	Phylini	Miridae	6296	6292	5807	91	98	493	902	206	5	2.43	1	0	0	0	MEDIUM
3345	sarothrae	Gutierrezia	Asteraceae	flavipes	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2553	98	493	902	73	7	9.59	11	0	0	0	MEDIUM
3385	laurina	Rhus	Anacardiaceae	forticornis	Rhinacloa	Phylini	Miridae	6296	6292	6176	5165	85	577	9032	450	1	0.22	30	0	0	0	MEDIUM_HIGH
3387	arboreus	Lupinus	Fabaceae	bradleyi	Lygus	Mirini	Miridae	6296	8151	8152	42107	211	527	8583	98	4	4.08	6	0	0	0	MEDIUM
3418	pilularis	Baccharis	Asteraceae	californica	Proba	Mirini	Miridae	6296	8151	69850	69851	98	1160	3777	43	10	23.26	22	0	0	0	HIGH
3424	pycnocephalus	Carduus	Asteraceae	mollipes	Irbisia	Mirini	Miridae	6296	8151	36462	40257	98	4053	7498	78	7	8.97	3	0	0	0	MEDIUM
3430	radiata	Pinus	Pinaceae	usingeri	Pappus	Mirini	Miridae	6296	8151	74294	76225	62	554	11090	6	4	66.67	4	0	0	0	MEDIUM
3483	ledifolius	Cercocarpus	Rosaceae	cercocarpicola	Oligotylus	Phylini	Miridae	6296	6292	6073	389	376	448	804	84	21	25.00	13	0	0	0	HIGH
3484	ledifolius	Cercocarpus	Rosaceae	balli	Atractotomus	Phylini	Miridae	6296	6292	5750	2902	376	448	804	97	4	4.12	5	0	0	0	MEDIUM
3487	ponderosa	Pinus	Pinaceae	fraternus	Deraeocapsus	Deraeocorini	Miridae	6296	8164	40925	40926	62	554	879	54	13	24.07	19	0	0	0	HIGH
3489	lasiocarpa	Abies	Pinaceae	approximatus	Pinalitus	Mirini	Miridae	6296	8151	37457	41129	62	394	800	55	14	25.45	47	0	0	0	HIGH
3497	nauseosus	Chrysothamnus	Asteraceae	bakeri	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37484	98	451	847	141	6	4.26	44	0	0	0	MEDIUM_HIGH
3501	cereum	Ribes	Grossulariaceae	clavicornis	Pronotocrepis	Pronotocrepini	Miridae	6296	6306	6307	6308	227	578	696	51	7	13.73	15	0	0	0	MEDIUM
3502	tridentata	Purshia	Rosaceae	purshiae	Aurantiocoris	Phylini	Miridae	6296	6292	5752	545	376	569	8758	34	13	38.24	3	0	0	0	HIGH
3503	tridentata	Purshia	Rosaceae	cercocarpicola	Oligotylus	Phylini	Miridae	6296	6292	6073	389	376	569	8758	84	8	9.52	11	0	0	0	MEDIUM
3505	tridentata	Purshia	Rosaceae	bakeri	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37484	376	569	8758	141	12	8.51	3	0	0	0	MEDIUM
3509	tridentata	Purshia	Rosaceae	purshiae	Squamocoris	Orthotylini	Miridae	6296	6291	6209	2591	376	569	8758	8	4	50.00	7	0	0	0	MEDIUM
3510	tridentata	Artemisia	Asteraceae	nevadensis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4582	98	418	948	25	13	52.00	37	0	0	0	HIGH
3515	viscidiflorus	Chrysothamnus	Asteraceae	flavipes	Slaterocoris	Orthotylini	Miridae	6296	6291	6200	2553	98	451	963	73	7	9.59	24	0	0	0	MEDIUM
3516	viscidiflorus	Chrysothamnus	Asteraceae	monilipes	Chlamydatus	Phylini	Miridae	6296	6292	5807	91	98	451	963	206	8	3.88	40	0	0	0	MEDIUM_HIGH
3517	viscidiflorus	Chrysothamnus	Asteraceae	diffusus	Polymerus	Mirini	Miridae	6296	8151	41124	67941	98	451	963	101	15	14.85	27	0	0	0	MEDIUM_HIGH
3520	viscidiflorus	Chrysothamnus	Asteraceae	picta	Lopidea	Orthotylini	Miridae	6296	6291	6002	1510	98	451	963	110	4	3.64	17	0	0	0	MEDIUM
3523	spicata	Pseudoroegneria	Poaceae	exilis	Trigonotylus	Stenodemini	Miridae	6296	8158	34962	39999	352	6935	9453	58	7	12.07	32	0	0	0	MEDIUM
3533	spicatum	Agropyron	Poaceae	debilis	Litomiris	Stenodemini	Miridae	6296	8158	40182	40184	352	403	9235	285	6	2.11	6	0	0	0	MEDIUM
3534	discolor	Holodiscus	Rosaceae	inops	Phytocoris	Mirini	Miridae	6296	8151	36447	37504	376	504	726	100	4	4.00	6	0	0	0	MEDIUM
3535	vermiculatus	Sarcobatus	Sarcobataceae	princeps	Aoplonema	Orthotylini	Miridae	6296	6291	5734	614	7960	587	960	316	13	4.11	44	0	0	0	MEDIUM
3537	contorta	Pinus	Pinaceae	usingeri	Phytocoris	Mirini	Miridae	6296	8151	36447	76068	62	554	707	5	4	80.00	9	0	0	0	MEDIUM
3538	contorta	Pinus	Pinaceae	rolfsi	Pappus	Mirini	Miridae	6296	8151	74294	76220	62	554	707	35	8	22.86	12	0	0	0	HIGH
3543	tridentata	Purshia	Rosaceae	bakeri	Orectoderus	Pronotocrepini	Miridae	6296	6306	6325	6338	376	569	8758	39	4	10.26	10	0	0	0	MEDIUM
3547	nauseosus consimilis	Chrysothamnus	Asteraceae	diffusus	Polymerus	Mirini	Miridae	6296	8151	41124	67941	98	451	6511	101	4	3.96	6	0	0	0	MEDIUM
3548	nauseosus	Chrysothamnus	Asteraceae	picta	Lopidea	Orthotylini	Miridae	6296	6291	6002	1510	98	451	847	110	4	3.64	31	0	0	0	MEDIUM_HIGH
3550	attenuata	Pinus	Pinaceae	tibialis	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4620	62	554	8830	256	8	3.13	53	0	0	0	MEDIUM_HIGH
3552	attenuata	Pinus	Pinaceae	occidentalis	Phytocoris	Mirini	Miridae	6296	8151	36447	67551	62	554	8830	31	5	16.13	3	0	0	0	MEDIUM
3553	concolor	Abies	Pinaceae	sagax	Phytocoris	Mirini	Miridae	6296	8151	36447	67461	62	394	704	32	12	37.50	22	0	0	0	HIGH
3561	ledifolius	Cercocarpus	Rosaceae	relativus	Phytocoris	Mirini	Miridae	6296	8151	36447	67435	376	448	804	48	7	14.58	20	0	0	0	MEDIUM
3568	ponderosa	Pinus	Pinaceae	rolfsi	Pappus	Mirini	Miridae	6296	8151	74294	76220	62	554	879	35	18	51.43	11	0	0	0	HIGH
3587	procera	Abies	Pinaceae	cooperi	Atractotomus	Phylini	Miridae	6296	6292	5750	2912	62	394	882	147	49	33.33	24	0	0	0	HIGH
3608	tridentata	Artemisia	Asteraceae	pallidinervus	Squamocoris	Orthotylini	Miridae	6296	6291	6209	2590	98	418	948	15	5	33.33	2	0	0	0	MEDIUM
3680	triacanthos	Gleditsia	Fabaceae	delicatus	Plagiognathus	Phylini	Miridae	6296	6292	6132	317	211	490	946	70	34	48.57	11	0	0	0	HIGH
3688	contorta	Pinus	Pinaceae	fulvescens	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59953	62	554	707	28	6	21.43	2	0	0	0	HIGH
3689	lasiocarpa	Abies	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	394	800	56	7	12.50	2	0	0	0	MEDIUM
3690	lasiocarpa	Abies	Pinaceae	neglectus	Phytocoris	Mirini	Miridae	6296	8151	36447	37491	62	394	800	191	6	3.14	6	0	0	0	MEDIUM
3691	tridentata	Artemisia	Asteraceae	omani	Phytocoris	Mirini	Miridae	6296	8151	36447	75651	98	418	948	7	4	57.14	30	0	0	0	MEDIUM
3698	cereum	Ribes	Grossulariaceae	polhemorum	Plagiognathus	Phylini	Miridae	6296	6292	6132	523	227	578	696	19	14	73.68	32	0	0	0	HIGH
3716	chihuahuana	Pinus	Pinaceae	cinereus	Phytocoris	Mirini	Miridae	6296	8151	36447	86259	62	554	11705	4	3	75.00	2	0	0	0	MEDIUM
3717	lasiocarpa	Abies	Pinaceae	pemptos	Plagiognathus	Phylini	Miridae	6296	6292	6132	518	62	394	800	57	9	15.79	2	0	0	0	HIGH
3718	aristata	Pinus	Pinaceae	rolfsi	Pinophylus	Phylini	Miridae	6296	6292	6129	358	62	554	661	56	7	12.50	16	0	0	0	MEDIUM
3724	aristata	Pinus	Pinaceae	diffusus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4539	62	554	661	76	6	7.89	23	0	0	0	MEDIUM
3727	ponderosa	Pinus	Pinaceae	stellatus	Phytocoris	Mirini	Miridae	6296	8151	36447	67464	62	554	879	137	5	3.65	12	0	0	0	MEDIUM
3728	flexilis	Pinus	Pinaceae	luridus	Pappus	Mirini	Miridae	6296	8151	74294	76212	62	554	747	26	10	38.46	59	0	4	0	HIGH
3731	lasiocarpa	Abies	Pinaceae	piceicola	Pappus	Mirini	Miridae	6296	8151	74294	76215	62	394	800	11	3	27.27	5	0	0	0	MEDIUM
3732	engelmannii	Picea	Pinaceae	pemptos	Plagiognathus	Phylini	Miridae	6296	6292	6132	518	62	553	4917	57	9	15.79	5	0	0	0	HIGH
3738	flexilis	Pinus	Pinaceae	longirostris	Phoenicocoris	Phylini	Miridae	6296	6292	6119	225	62	554	747	121	4	3.31	2	0	0	0	MEDIUM
3740	montanus	Cercocarpus	Rosaceae	hopi	Phytocoris	Mirini	Miridae	6296	8151	36447	67519	376	448	842	46	4	8.70	25	0	0	0	MEDIUM
3741	ponderosa	Pinus	Pinaceae	barberi	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	70174	62	554	879	22	4	18.18	10	0	0	0	MEDIUM
3742	ponderosa	Pinus	Pinaceae	fulvescens	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59953	62	554	879	28	4	14.29	3	0	0	0	MEDIUM
3743	ponderosa	Pinus	Pinaceae	comulus	Phytocoris	Mirini	Miridae	6296	8151	36447	67898	62	554	879	14	7	50.00	11	0	0	0	HIGH
3744	ponderosa	Pinus	Pinaceae	corticola	Phytocoris	Mirini	Miridae	6296	8151	36447	75096	62	554	879	11	3	27.27	1	0	0	0	MEDIUM
3748	frigida	Artemisia	Asteraceae	pumilum	Compsidolon	Phylini	Miridae	6296	6292	5816	509	98	418	751	161	7	4.35	17	0	0	0	MEDIUM
3749	gambelii	Quercus	Fagaceae	polhemorum	Bisulcopsallus	Phylini	Miridae	6296	6292	6469	6471	68	571	754	16	10	62.50	11	0	0	0	HIGH
3750	montanus	Cercocarpus	Rosaceae	cercocarpi	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2211	376	448	842	20	5	25.00	3	0	0	0	MEDIUM
3752	montanus	Cercocarpus	Rosaceae	cercocarpicola	Oligotylus	Phylini	Miridae	6296	6292	6073	389	376	448	842	84	10	11.90	6	0	0	0	MEDIUM
3761	amygdaloides	Salix	Salicaceae	salicis	Lopidea	Orthotylini	Miridae	6296	6291	6002	1523	382	583	647	19	8	42.11	9	0	0	0	HIGH
3764	gambelii	Quercus	Fagaceae	fusiformis	Ceratocapsidea	Ceratocapsini	Miridae	6296	34068	34071	35482	68	571	754	124	4	3.23	6	0	0	0	MEDIUM
3775	filifolia	Artemisia	Asteraceae	pilosula	Europiella	Phylini	Miridae	6296	6292	5876	30	98	418	744	93	5	5.38	2	0	0	0	MEDIUM
3776	filifolia	Artemisia	Asteraceae	artemisicola	Pseudopsallus	Orthotylini	Miridae	6296	6291	6165	2369	98	418	744	14	3	21.43	61	0	0	0	MEDIUM
3777	canescens	Atriplex	Amaranthaceae	atriplicis	Melanotrichus	Orthotylini	Miridae	6296	6291	6029	35051	83	424	686	11	6	54.55	3	0	1	0	HIGH
3780	menziesii	Pseudotsuga	Pinaceae	rubrotinctus	Pinalitus	Mirini	Miridae	6296	8151	37457	73345	62	568	831	32	13	40.63	44	0	0	0	HIGH
3784	cinereus	Elymus	Poaceae	pacifica	Irbisia	Mirini	Miridae	6296	8151	36462	37475	352	4689	8845	416	11	2.64	27	0	0	0	MEDIUM
3786	gambelii	Quercus	Fagaceae	inops	Phytocoris	Mirini	Miridae	6296	8151	36447	37504	68	571	754	100	5	5.00	8	0	0	0	MEDIUM
3790	concolor	Abies	Pinaceae	picipes	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	76257	62	394	704	18	3	16.67	6	0	0	0	MEDIUM
3807	viscosissimum	Geranium	Geraniaceae	shoshonea	Plagiognathus	Phylini	Miridae	6296	6292	6132	364	221	488	964	155	6	3.87	2	0	0	0	MEDIUM
3809	ponderosa	Pinus	Pinaceae	dislocatus	Pilophorus	Pilophorini	Miridae	6296	6293	6127	4542	62	554	879	15	12	80.00	35	0	0	0	HIGH
3813	menziesii	Pseudotsuga	Pinaceae	yollabollae	Phytocoris	Mirini	Miridae	6296	8151	36447	76270	62	568	831	29	6	20.69	5	0	0	0	HIGH
3828	ponderosa	Pinus	Pinaceae	bakeri	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37484	62	554	879	141	4	2.84	14	0	0	0	MEDIUM
3835	canadensis	Shepherdia	Elaeagnaceae	dimorphicus	Plagiognathus	Phylini	Miridae	6296	6292	6132	513	197	590	8607	17	6	35.29	6	0	0	0	HIGH
3842	montanus	Cercocarpus	Rosaceae	cercocarpi	Atractotomus	Phylini	Miridae	6296	6292	5750	2909	376	448	842	20	4	20.00	33	0	0	0	MEDIUM
3846	montanus	Cercocarpus	Rosaceae	inops	Phytocoris	Mirini	Miridae	6296	8151	36447	37504	376	448	842	100	4	4.00	16	0	0	0	MEDIUM
3854	edulis	Pinus	Pinaceae	simulatus	Phytocoris	Mirini	Miridae	6296	8151	36447	67928	62	554	735	10	3	30.00	19	0	2	0	MEDIUM
3873	edulis	Pinus	Pinaceae	shoshoni	Phytocoris	Mirini	Miridae	6296	8151	36447	75942	62	554	735	6	6	100.00	8	0	0	0	HIGH
3875	edulis	Pinus	Pinaceae	pinicola	Dichrooscytus	Mirini	Miridae	6296	8151	36459	73462	62	554	735	27	14	51.85	27	0	0	0	HIGH
3876	montanus	Cercocarpus	Rosaceae	schwartzi	Oligotylus	Phylini	Miridae	6296	6292	6073	511	376	448	842	3	3	100.00	5	0	0	0	MEDIUM
3882	engelmannii	Picea	Pinaceae	piceicola	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	37489	62	553	4917	78	12	15.38	21	0	0	0	HIGH
3896	engelmannii	Picea	Pinaceae	dimorphicus	Psallovius	Phylini	Miridae	6296	6292	6153	4785	62	553	4917	56	6	10.71	2	0	0	0	MEDIUM
3898	tridentata	Artemisia	Asteraceae	pilosula	Europiella	Phylini	Miridae	6296	6292	5876	30	98	418	948	93	6	6.45	4	0	0	0	MEDIUM
3905	tridentata	Artemisia	Asteraceae	hopi	Phytocoris	Mirini	Miridae	6296	8151	36447	67519	98	418	948	46	7	15.22	20	0	0	0	HIGH
3909	tridentata	Artemisia	Asteraceae	carvalhoi	Europiella	Phylini	Miridae	6296	6292	5876	24	98	418	948	19	10	52.63	4	0	0	0	HIGH
3910	tridentata	Artemisia	Asteraceae	brevicornis	Chlamydatus	Phylini	Miridae	6296	6292	5807	87	98	418	948	40	10	25.00	6	0	0	0	HIGH
3914	contorta	Pinus	Pinaceae	incertus	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	59955	62	554	707	166	9	5.42	5	0	0	0	MEDIUM
3915	contorta	Pinus	Pinaceae	heidemanni	Phytocoris	Mirini	Miridae	6296	8151	36447	67514	62	554	707	59	6	10.17	12	0	0	0	MEDIUM
3921	filifolia	Artemisia	Asteraceae	consors	Europiella	Phylini	Miridae	6296	6292	5876	23	98	418	744	195	7	3.59	2	0	0	0	MEDIUM
3939	virginiana	Juniperus	Cupressaceae	repletus	Dichrooscytus	Mirini	Miridae	6296	8151	36459	55208	63	511	9378	115	28	24.35	11	0	0	0	HIGH
3940	alba	Quercus	Fagaceae	quercicola	Deraeocoris	Deraeocorini	Miridae	6296	8164	34950	70358	68	571	635	67	7	10.45	3	0	0	0	MEDIUM
3949	alba	Quercus	Fagaceae	regalis	Pseudoxenetus	Orthotylini	Miridae	6296	6291	6167	2396	68	571	635	186	9	4.84	16	0	0	0	MEDIUM
3960	occicentalis	Platanus	Platanaceae	albatus	Plagiognathus	Phylini	Miridae	6296	6292	6132	297	350	558	9658	259	17	6.56	27	0	0	0	MEDIUM_HIGH
3985	ericoides	Ceratiola	Ericaceae	weemsi	Parthenicus	Orthotylini	Miridae	6296	6291	6112	2274	203	3579	8860	15	13	86.67	27	0	0	0	HIGH
3987	virginiana	Quercus	Fagaceae	guttulosus	Hamatophylus	Phylini	Miridae	6296	6292	6323	6324	68	571	9674	188	5	2.66	12	0	0	0	MEDIUM
